Departamento de residencia,Causa de muerte,Total,Hombres,Mujeres,Anio,Código CIE-10
Jutiapa,Tumor maligno del estómago,74,38,36,09,
Jutiapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,54,25,29,09,
Jutiapa,Diarrea y gastroenteritis de presunto origen infeccioso,49,26,23,09,
Jutiapa,Diabetes mellitus no insulinodependiente,43,15,28,09,
Jutiapa,Otras enfermedades cerebrovasculares,43,18,25,09,
Jutiapa,Fibrosis y cirrosis del hígado,41,26,15,09,
Jutiapa,Tumor maligno de la próstata,36,36,0,09,
Jutiapa,Hipertensión esencial (primaria),34,13,21,09,
Jutiapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",73,46,27,09,
Jutiapa,Otras causas,981,570,411,09,
Extranjero,Todas las causas,153,105,48,09,
Extranjero,"Agresión con disparo de otras armas de fuego, y las no especificadas",32,25,7,09,
Extranjero,Exposición a factores no especificados,22,17,5,09,
Extranjero,Infarto agudo del miocardio,7,7,0,09,
Extranjero,"Neumonía, organismo no especificado",4,2,2,09,
Extranjero,Otras septicemias,3,2,1,09,
Extranjero,"Enfermedad por virus de la inmunodeficiencia humana [VIH], sin otra especificación",3,2,1,09,
Extranjero,"Diabetes mellitus, no especificada",3,1,2,09,
Extranjero,Insuficiencia cardíaca,3,2,1,09,
Extranjero,Ahogamiento y sumersión no especificados,3,3,0,09,
Extranjero,"Agresión por ahorcamiento, estrangulamiento y sofocación",3,3,0,09,
Extranjero,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada",3,3,0,09,
Extranjero,Tumor maligno del colon,2,0,2,09,
Extranjero,Otros trastornos del encéfalo,2,0,2,09,
Extranjero,Hipertensión esencial (primaria),2,1,1,09,
Extranjero,Fibrosis y cirrosis del hígado,2,2,0,09,
Extranjero,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",4,3,1,09,
Extranjero,Otras causas,55,32,23,09,
Ignorado,Todas las causas,1976,1299,677,09,
Ignorado,Exposición a factores no especificados,212,182,30,09,
Ignorado,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",170,103,67,09,
Ignorado,"Agresión con disparo de otras armas de fuego, y las no especificadas",170,147,23,09,
Ignorado,Síndromes de aspiración neonatal,121,67,54,09,
Ignorado,Dificultad respiratoria del recién nacido,115,73,42,09,
Ignorado,"Neumonía, organismo no especificado",111,71,40,09,
Ignorado,Sepsis bacteriana del recién nacido,78,46,32,09,
Ignorado,Hipoxia intrauterina,66,32,34,09,
Ignorado,Neumonía congénita,48,26,22,09,
Ignorado,Otras septicemias,42,26,16,09,
Ignorado,Diarrea y gastroenteritis de presunto origen infeccioso,41,22,19,09,
Ignorado,"Otras malformaciones congénitas, no clasificadas en otra parte",39,19,20,09,
Ignorado,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada",26,24,2,09,
Ignorado,Otras malformaciones congénitas del corazón,25,11,14,09,
Ignorado,"Desnutrición proteicocalórica, no especificada",24,12,12,09,
Ignorado,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",42,24,18,09,
Ignorado,Otras causas,646,414,232,09,
Todos los departamentos,Todas las causas,72748,41829,30919,10,
Todos los departamentos,"Neumonía, organismo no especificado",7321,3932,3389,10,
Todos los departamentos,"Agresión con disparo de otras armas de fuego, y las no especificadas",4658,4149,509,10,
Todos los departamentos,Infarto agudo del miocardio,3848,2065,1783,10,
Todos los departamentos,"Diabetes mellitus, no especificada",3404,1437,1967,10,
Todos los departamentos,Exposición a factores no especificados,2879,2318,561,10,
Todos los departamentos,Diarrea y gastroenteritis de presunto origen infeccioso,2485,1308,1177,10,
Todos los departamentos,Fibrosis y cirrosis del hígado,1846,1233,613,10,
Todos los departamentos,Insuficiencia cardíaca,1748,870,878,10,
Todos los departamentos,"Desnutrición proteicocalórica, no especificada",1645,792,853,10,
Todos los departamentos,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",1533,757,776,10,
Todos los departamentos,Tumor maligno del estómago,1506,699,807,10,
Todos los departamentos,Trastornos mentales y del comportamiento debidos al uso de alcohol,1235,1133,102,10,
Todos los departamentos,Tumor maligno del hígado y de las vías biliares intrahepáticas,1128,488,640,10,
Todos los departamentos,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",1108,651,457,10,
Todos los departamentos,Diabetes mellitus no insulinodependiente,1071,442,629,10,
Todos los departamentos,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",5054,2581,2473,10,
Todos los departamentos,Otras causas,30279,16974,13305,10,
Guatemala,Todas las causas,18187,10367,7820,10,
Guatemala,"Agresión con disparo de otras armas de fuego, y las no especificadas",1826,1610,216,10,
Guatemala,"Diabetes mellitus, no especificada",1124,502,622,10,
Guatemala,Infarto agudo del miocardio,1013,538,475,10,
Guatemala,"Neumonía, organismo no especificado",841,455,386,10,
Guatemala,Exposición a factores no especificados,773,619,154,10,
Guatemala,Fibrosis y cirrosis del hígado,615,432,183,10,
Guatemala,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",495,278,217,10,
Guatemala,"Desnutrición proteicocalórica, no especificada",455,202,253,10,
Guatemala,Diabetes mellitus no insulinodependiente,414,175,239,10,
Guatemala,Tumor maligno del estómago,368,160,208,10,
Guatemala,Insuficiencia cardíaca,337,155,182,10,
Guatemala,Insuficiencia renal crónica,329,157,172,10,
Guatemala,Tumor maligno del hígado y de las vías biliares intrahepáticas,317,131,186,10,
Guatemala,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada",303,263,40,10,
Guatemala,Otras septicemias,250,118,132,10,
Guatemala,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",935,438,497,10,
Guatemala,Otras causas,7792,4134,3658,10,
El Progreso,Todas las causas,993,573,420,10,
El Progreso,Infarto agudo del miocardio,120,52,68,10,
El Progreso,"Neumonía, organismo no especificado",65,38,27,10,
El Progreso,"Diabetes mellitus, no especificada",54,18,36,10,
El Progreso,"Agresión con disparo de otras armas de fuego, y las no especificadas",54,47,7,10,
El Progreso,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",50,26,24,10,
El Progreso,Exposición a factores no especificados,43,38,5,10,
El Progreso,Tumor maligno del estómago,27,18,9,10,
El Progreso,Tumor maligno del hígado y de las vías biliares intrahepáticas,25,10,15,10,
El Progreso,Insuficiencia cardíaca,24,10,14,10,
El Progreso,"Desnutrición proteicocalórica, no especificada",19,9,10,10,
El Progreso,Diarrea y gastroenteritis de presunto origen infeccioso,17,7,10,10,
El Progreso,Fibrosis y cirrosis del hígado,16,13,3,10,
El Progreso,Insuficiencia renal crónica,15,11,4,10,
El Progreso,Secuelas de otros efectos y los no especificados de causas externas,15,15,0,10,
El Progreso,Tumor maligno de la próstata,14,14,0,10,
El Progreso,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",46,25,21,10,
El Progreso,Otras causas,389,222,167,10,
Sacatepequez,Todas las causas,1535,833,702,10,
Sacatepequez,"Neumonía, organismo no especificado",131,74,57,10,
Sacatepequez,"Diabetes mellitus, no especificada",101,36,65,10,
Sacatepequez,Exposición a factores no especificados,74,61,13,10,
Sacatepequez,Infarto agudo del miocardio,73,33,40,10,
Sacatepequez,"Desnutrición proteicocalórica, no especificada",55,27,28,10,
Sacatepequez,Fibrosis y cirrosis del hígado,55,33,22,10,
Sacatepequez,"Agresión con disparo de otras armas de fuego, y las no especificadas",48,42,6,10,
Sacatepequez,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",41,23,18,10,
Sacatepequez,Trastornos mentales y del comportamiento debidos al uso de alcohol,36,32,4,10,
Sacatepequez,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",31,17,14,10,
Sacatepequez,Diabetes mellitus no insulinodependiente,27,14,13,10,
Sacatepequez,Insuficiencia cardíaca,27,9,18,10,
Sacatepequez,Diarrea y gastroenteritis de presunto origen infeccioso,26,9,17,10,
Sacatepequez,Otras enfermedades cerebrovasculares,26,14,12,10,
Sacatepequez,Tumor maligno del hígado y de las vías biliares intrahepáticas,25,11,14,10,
Sacatepequez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",54,22,32,10,
Sacatepequez,Otras causas,705,376,329,10,
Chimaltenango,Todas las causas,2612,1501,1111,10,
Chimaltenango,"Neumonía, organismo no especificado",306,180,126,10,
Chimaltenango,Insuficiencia cardíaca,179,77,102,10,
Chimaltenango,"Diabetes mellitus, no especificada",115,42,73,10,
Chimaltenango,Trastornos mentales y del comportamiento debidos al uso de alcohol,114,102,12,10,
Chimaltenango,Infarto agudo del miocardio,106,53,53,10,
Chimaltenango,Exposición a factores no especificados,101,85,16,10,
Chimaltenango,Tumor maligno del estómago,97,43,54,10,
Chimaltenango,Enfermedad alcohólica del hígado,82,71,11,10,
Chimaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",69,28,41,10,
Chimaltenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",69,61,8,10,
Chimaltenango,"Desnutrición proteicocalórica, no especificada",61,29,32,10,
Chimaltenango,Fibrosis y cirrosis del hígado,59,47,12,10,
Chimaltenango,Secuelas de otros efectos y los no especificados de causas externas,56,47,9,10,
Chimaltenango,Otras septicemias,51,26,25,10,
Chimaltenango,Otras enfermedades pulmonares obstructivas crónicas,50,22,28,10,
Chimaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",103,63,40,10,
Chimaltenango,Otras causas,994,525,469,10,
Escuintla,Todas las causas,3915,2385,1530,10,
Escuintla,"Agresión con disparo de otras armas de fuego, y las no especificadas",388,348,40,10,
Escuintla,"Neumonía, organismo no especificado",224,122,102,10,
Escuintla,Exposición a factores no especificados,213,176,37,10,
Escuintla,Infarto agudo del miocardio,191,108,83,10,
Escuintla,"Diabetes mellitus, no especificada",186,67,119,10,
Escuintla,Diarrea y gastroenteritis de presunto origen infeccioso,185,91,94,10,
Escuintla,Insuficiencia renal crónica,103,64,39,10,
Escuintla,Fibrosis y cirrosis del hígado,94,54,40,10,
Escuintla,Diabetes mellitus no insulinodependiente,74,25,49,10,
Escuintla,"Desnutrición proteicocalórica, no especificada",72,40,32,10,
Escuintla,Tumor maligno del hígado y de las vías biliares intrahepáticas,63,21,42,10,
Escuintla,Insuficiencia cardíaca,62,36,26,10,
Escuintla,Tumor maligno del estómago,49,25,24,10,
Escuintla,"Enfermedad por virus de la inmunodeficiencia humana [VIH], sin otra especificación",48,40,8,10,
Escuintla,Secuelas de otros efectos y los no especificados de causas externas,48,37,11,10,
Escuintla,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",417,230,187,10,
Escuintla,Otras causas,1498,901,597,10,
Santa Rosa,Todas las causas,2134,1268,866,10,
Santa Rosa,"Agresión con disparo de otras armas de fuego, y las no especificadas",193,174,19,10,
Santa Rosa,Infarto agudo del miocardio,191,109,82,10,
Santa Rosa,"Neumonía, organismo no especificado",149,85,64,10,
Santa Rosa,"Diabetes mellitus, no especificada",119,50,69,10,
Santa Rosa,Insuficiencia cardíaca,113,60,53,10,
Santa Rosa,Exposición a factores no especificados,93,72,21,10,
Santa Rosa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",75,41,34,10,
Santa Rosa,Tumor maligno del estómago,48,24,24,10,
Santa Rosa,Tumor maligno del hígado y de las vías biliares intrahepáticas,43,15,28,10,
Santa Rosa,Secuelas de otros efectos y los no especificados de causas externas,39,33,6,10,
Santa Rosa,Fibrosis y cirrosis del hígado,38,26,12,10,
Santa Rosa,"Desnutrición proteicocalórica, no especificada",34,18,16,10,
Santa Rosa,Insuficiencia renal crónica,33,19,14,10,
Santa Rosa,Diarrea y gastroenteritis de presunto origen infeccioso,29,15,14,10,
Santa Rosa,Diabetes mellitus no insulinodependiente,28,8,20,10,
Santa Rosa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",47,25,22,10,
Santa Rosa,Otras causas,862,494,368,10,
Solola,Todas las causas,1543,879,664,10,
Solola,"Neumonía, organismo no especificado",259,139,120,10,
Solola,Exposición a factores no especificados,62,44,18,10,
Solola,Infarto agudo del miocardio,53,31,22,10,
Solola,"Diabetes mellitus, no especificada",52,25,27,10,
Solola,Trastornos mentales y del comportamiento debidos al uso de alcohol,52,45,7,10,
Solola,Diarrea y gastroenteritis de presunto origen infeccioso,47,22,25,10,
Solola,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias",44,37,7,10,
Solola,Fibrosis y cirrosis del hígado,39,27,12,10,
Solola,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",31,17,14,10,
Solola,"Desnutrición proteicocalórica, no especificada",27,8,19,10,
Solola,Secuelas de otros efectos y los no especificados de causas externas,24,21,3,10,
Solola,Insuficiencia cardíaca,23,11,12,10,
Solola,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",23,12,11,10,
Solola,Otras septicemias,22,10,12,10,
Solola,Enfermedad alcohólica del hígado,21,16,5,10,
Solola,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",216,112,104,10,
Solola,Otras causas,548,302,246,10,
Totonicapan,Todas las causas,2269,1227,1042,10,
Totonicapan,"Neumonía, organismo no especificado",526,270,256,10,
Totonicapan,Diarrea y gastroenteritis de presunto origen infeccioso,126,65,61,10,
Totonicapan,Trastornos mentales y del comportamiento debidos al uso de alcohol,107,97,10,10,
Totonicapan,Insuficiencia cardíaca,92,44,48,10,
Totonicapan,Infarto agudo del miocardio,88,42,46,10,
Totonicapan,"Diabetes mellitus, no especificada",76,41,35,10,
Totonicapan,Exposición a factores no especificados,76,64,12,10,
Totonicapan,Fibrosis y cirrosis del hígado,60,44,16,10,
Totonicapan,Hipertensión esencial (primaria),28,14,14,10,
Totonicapan,Secuelas de otros efectos y los no especificados de causas externas,28,23,5,10,
Totonicapan,Diabetes mellitus no insulinodependiente,27,15,12,10,
Totonicapan,Obstrucción no especificada de la respiración,27,18,9,10,
Totonicapan,Sepsis bacteriana del recién nacido,26,17,9,10,
Totonicapan,Úlcera gástrica,25,11,14,10,
Totonicapan,"Desnutrición proteicocalórica, no especificada",24,10,14,10,
Totonicapan,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",286,119,167,10,
Totonicapan,Otras causas,647,333,314,10,
Quetzaltenango,Todas las causas,3901,2233,1668,10,
Quetzaltenango,"Neumonía, organismo no especificado",346,182,164,10,
Quetzaltenango,"Diabetes mellitus, no especificada",245,100,145,10,
Quetzaltenango,Exposición a factores no especificados,175,129,46,10,
Quetzaltenango,Trastornos mentales y del comportamiento debidos al uso de alcohol,164,144,20,10,
Quetzaltenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",150,130,20,10,
Quetzaltenango,"Desnutrición proteicocalórica, no especificada",110,46,64,10,
Quetzaltenango,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",108,72,36,10,
Quetzaltenango,Infarto agudo del miocardio,107,63,44,10,
Quetzaltenango,Tumor maligno del estómago,95,46,49,10,
Quetzaltenango,Enfermedad alcohólica del hígado,95,81,14,10,
Quetzaltenango,Insuficiencia cardíaca,90,46,44,10,
Quetzaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",88,46,42,10,
Quetzaltenango,Fibrosis y cirrosis del hígado,81,51,30,10,
Quetzaltenango,Diarrea y gastroenteritis de presunto origen infeccioso,70,33,37,10,
Quetzaltenango,Diabetes mellitus no insulinodependiente,68,33,35,10,
Quetzaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",253,125,128,10,
Quetzaltenango,Otras causas,1656,906,750,10,
Suchitepequez,Todas las causas,2794,1634,1160,10,
Suchitepequez,"Neumonía, organismo no especificado",262,146,116,10,
Suchitepequez,"Diabetes mellitus, no especificada",132,52,80,10,
Suchitepequez,"Agresión con disparo de otras armas de fuego, y las no especificadas",120,107,13,10,
